"","NAME","ADDRESS","CITY","COUNTY","FIPS","X","Y"
"3829","PAKAM PHARMACY INCORPORATED","597 MARCY AVENUE","BROOKLYN","KINGS",36047,-73.9488228,40.6945168
"3830","RABINOWITZ PHARMACY","602 BRIGHTON BEACH AVENUE","BROOKLYN","KINGS",36047,-73.9612382,40.5774022
"3831","STAYWELL PHARMACY INCORPORATED","172 WATKINS STREET","BROOKLYN","KINGS",36047,-73.9078366,40.6686027
"3832","WILLEN PHARMACY INCORPORATED","521 MYRTLE AVENUE","BROOKLYN","KINGS",36047,-73.9638494,40.6938676
"3833","WALGREENS - 11141","1366 BROADWAY","BROOKLYN","KINGS",36047,-73.9221915,40.689256
"3834","RITE AID - 3847","1532-34 86TH STREET","BROOKLYN","KINGS",36047,-74.0087939,40.6106212
"3835","NEVINS DRUGS INCORPORATED","326 LIVINGSTON STREET","BROOKLYN","KINGS",36047,-73.9818146,40.6878936
"3836","NEW YORK CITY PHARMACY INCORPORATED","2258 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.937156,40.8023876
"3837","ZOYA PHARMACY","1527 PITKIN AVENUE","BROOKLYN","KINGS",36047,-73.9171579,40.6689489
"3838","RENAISSANCE DIAGNOSTIC AND TREATMENT CENTER","215 WEST 125TH STREET","NEW YORK","NEW YORK",36061,-73.9489371,40.8096805
"3839","FARMACIA SELECTA","88 SEIGEL STREET","BROOKLYN","KINGS",36047,-73.9431459,40.7042392
"3840","WALGREENS - 10678","379 MYRTLE AVENUE","BROOKLYN","KINGS",36047,-73.971129,40.6933448
"3841","ADVANTAGE PHARMACY","4910 FORT HAMILTON PARKWAY","BROOKLYN","KINGS",36047,-73.9981491,40.6383277
"3842","DUANE READE","1833 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9482275,40.6412025
"3843","NATURES CURE PHARMACY","324 EAST 34TH STREET","NEW YORK","NEW YORK",36061,-73.9748188,40.7440364
"3844","HIGHBRIDGE PHARMACY","1230 OGDEN AVENUE","BRONX","BRONX",36005,-73.9260477,40.838334
"3845","DUANE READE","1110 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.961474,40.6072974
"3846","SAINT JUDE'S PHARMACY","520 WEST 207TH STREET","NEW YORK","NEW YORK",36061,-73.919777,40.865043
"3847","ASHLAND PHARMACY","123 DEKALB AVENUE","BROOKLYN","KINGS",36047,-73.9773938,40.6895696
"3848","VILLAGE APOTHECARY INCORPORATED","346 BLEECKER STREET","NEW YORK","NEW YORK",36061,-74.0046725,40.7338927
"3849","METCARE RX","305 EAST 161ST STREET","BRONX","BRONX",36005,-73.9169842,40.8254656
"3850","HAROLDS PHARMACY","2272 MCDONALD AVENUE","BROOKLYN","KINGS",36047,-73.9734641,40.5970964
"3851","DUANE READE","619 9TH AVENUE","NEW YORK","NEW YORK",36061,-73.9920628,40.7596647
"3852","NU-EDGE PHARMACY","7707 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0231946,40.6276354
"3853","DUANE READE","1356 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.9541145,40.7820037
"3854","DUANE READE","465 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9795549,40.7402393
"3855","DUANE READE","2681 BROADWAY","NEW YORK","NEW YORK",36061,-73.9691535,40.798855
"3856","DUANE READE","333 EAST 14TH STREET","NEW YORK","NEW YORK",36061,-73.9830543,40.731825
"3857","DUANE READE","123 THIRD AVENUE","NEW YORK","NEW YORK",36061,-73.9868676,40.7333543
"3858","DUANE READE","192 DYCKMAN STREET","NEW YORK","NEW YORK",36061,-73.9269812,40.8645021
"3859","MEACHAM PHARMACY","107 MEACHAM AVENUE","ELMONT","NASSAU",36059,-73.6902468,40.705381
"3860","QUEENS EXPRESS PHARMACY CORPORATION","34-54 JUNCTION BOULEVARD","JACKSON HEIGHTS","QUEENS",36081,-73.8722201,40.7535449
"3861","DRUGS CARE CORPORATION","1001 CHURCH AVENUE","BROOKLYN","KINGS",36047,-73.9701773,40.6468068
"3862","DUANE READE","91-21 QUEENS BOULEVARD","ELMHURST","QUEENS",36081,-73.8696785,40.7337434
"3863","PATHMARK","460 FRANKLIN AVENUE","FRANKLIN SQUARE","NASSAU",36059,-73.6837557,40.6953153
"3864","DUANE READE","4 WEST 4TH STREET","NEW YORK","NEW YORK",36061,-73.9947561,40.7284877
"3865","DUANE READE","81-01 BROADWAY","ELMHURST","QUEENS",36081,-73.8835405,40.7435244
"3866","CLARKSON PHARMACY","524 CLARKSON AVENUE","BROOKLYN","KINGS",36047,-73.9421235,40.6557003
"3867","PRESCRIPTION AND VITAMIN WAREHOUSE","197-18 HILLSIDE AVENUE","HOLLIS","QUEENS",36081,-73.7645934,40.7184676
"3868","DUANE READE","866 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9697665,40.757607
"3869","DRUG RITE PHARMACY","77-02 21ST AVENUE","EAST ELMHURST","QUEENS",36081,-73.8926497,40.7703452
"3870","POLLINA PHARMACY","7601 13TH AVENUE","BROOKLYN","KINGS",36047,-74.0079323,40.6194809
"3871","DUANE READE","325 NORTH END AVENUE","NEW YORK","NEW YORK",36061,-74.0150582,40.7167545
"3872","OCEAN PHARMACY","915 EAST 107TH STREET","BROOKLYN","KINGS",36047,-73.8922281,40.6483281
"3873","JUNCTION BOULEVARD PHARMACY","95-53 ROOSEVELT AVENUE","JACKSON HEIGHTS","QUEENS",36081,-73.8699618,40.7492852
"3874","LUDWIG'S DRUG STORE","805 WASHINGTON AVENUE","BROOKLYN","KINGS",36047,-73.9623902,40.6723575
"3875","ECHO DRUGS / ECHO PHARMACY","39-50 CRESCENT STREET","LONG ISLAND CITY","QUEENS",36081,-73.9380502,40.7537454
"3876","TRICARE PHARMACY","1807 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9553512,40.6102361
"3877","J AND D PHARMACY","71-68 YELLOWSTONE BOULEVARD","FOREST HILLS","QUEENS",36081,-73.8554692,40.7210397
"3878","HEALTH MART PHARMACY","699 MERRICK ROAD","LYNBROOK","NASSAU",36059,-73.6882058,40.6621423
"3879","RITE AID - 10568","21-25 BROADWAY","LONG ISLAND CITY","QUEENS",36081,-73.930527,40.7647837
"3880","CHEM RX","790 PARK PLACE","LONG BEACH","NASSAU",36059,-73.6608357,40.5930439
"3881","CVS - 2123","61-01 WOODHAVEN BOULEVARD","REGO PARK","QUEENS",36081,-73.8706845,40.7287462
"3882","RITE AID - 10616","400 SUNRISE HIGHWAY","LYNBROOK","NASSAU",36059,-73.6694428,40.6555298
"3883","TOP CARE PHARMACY CORPORATION","136-04 NORTHERN BOULEVARD","FLUSHING","QUEENS",36081,-73.8312971,40.7627313
"3884","CASH RX PLUS","746 10TH AVENUE","NEW YORK","NEW YORK",36061,-73.9912006,40.7650465
"3885","NUCARE PHARMACY AND SURGICAL WESTSIDE","250 9TH AVENUE","NEW YORK","NEW YORK",36061,-73.9997554,40.747927
"3886","CAREWELL PHARMACY","767 9TH AVENUE","NEW YORK","NEW YORK",36061,-73.9885501,40.7645057
"3887","COSTCO","517 EAST 117TH STREET","NEW YORK","NEW YORK",36061,-73.9311674,40.7955302
"3888","ACE PHARMACY","235 WYCKOFF AVENUE","BROOKLYN","KINGS",36047,-73.9148636,40.7018328
"3889","SUPERIOR PHARMACY","78-14 ROOSEVELT AVENUE","JACKSON HEIGHTS","QUEENS",36081,-73.8873487,40.7470179
"3890","QUICK RX","909 COLUMBUS AVENUE","NEW YORK","NEW YORK",36061,-73.9633182,40.7982166
"3891","SLAVA'S PHARMACY","99-14 63RD ROAD","REGO PARK","QUEENS",36081,-73.8564899,40.7324042
"3892","BIOSCRIP PHARMACY","197 8TH AVENUE","NEW YORK","NEW YORK",36061,-73.9999712,40.7436016
"3893","TARGET","500 WEST SUNRISE HIGHWAY","VALLEY STREAM","NASSAU",36059,-73.7206911,40.6646331
"3894","K S PHARMACY","93-05 63RD DRIVE","REGO PARK","QUEENS",36081,-73.8638184,40.7283111
"3895","DUANE READE","520 KINGS HIGHWAY","BROOKLYN","KINGS",36047,-73.9702629,40.6041998
"3896","CALIGOR PHARMACY","1226 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.9572892,40.7774889
"3897","COUNTY PHARMACY","220-08 HEMPSTEAD AVENUE","QUEENS VILLAGE","QUEENS",36081,-73.7338467,40.7125418
"3898","CAREPLUS","138 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.987164,40.7288118
"3899","WALGREENS - 10279","1000 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9669805,40.7564806
"3900","PATHMARK","100 GREAVES LANE","STATEN ISLAND","RICHMOND",36085,-74.1439962,40.5545371
"3901","RITE AID - 4866","95-14 63RD DRIVE","REGO PARK","QUEENS",36081,-73.8623544,40.7296683
"3902","SENIORSCRIPT PHARMACY","125 GRAHAM AVENUE","BROOKLYN","KINGS",36047,-73.9432907,40.7061248
"3903","AMERICAN OUTCOMES MANAGEMENT","36 WEST 37TH STREET","NEW YORK","NEW YORK",36061,-73.985105,40.750933
"3904","THE NEW YORK HOTEL TRADES COUNCIL AND HOTEL ASSOCIATION OF NEW YORK CITY - QUEENS HEALTH CENTER PHARMACY","37-11 QUEENS BOULEVARD","LONG ISLAND CITY","QUEENS",36081,-73.9274061,40.7447705
"3905","CVS - 6053","2045 FOREST AVENUE","STATEN ISLAND","RICHMOND",36085,-74.157519,40.6267128
"3906","MEDI-HEALTH DRUGS LIMITED LIABILITY COMPANY","40-34 UNION STREET","FLUSHING","QUEENS",36081,-73.826268,40.7594763
"3907","DUANE READE","522 FULTON STREET","BROOKLYN","KINGS",36047,-73.9818449,40.6889416
"3908","COMMUNITY RECETA PHARMACY","1713 UNIVERSITY BOULEVARD","BRONX","BRONX",36005,-73.9171822,40.849717
"3909","DEKALB DRUGS","886 DEKALB AVENUE","BROOKLYN","KINGS",36047,-73.9404757,40.6923871
"3910","RITE AID - 4798","2155 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9389406,40.799055
"3911","THOMPSON CHEMISTS","137 THOMPSON STREET","NEW YORK","NEW YORK",36061,-74.0013372,40.7267271
"3912","RITE AID - 2010","4046 BROADWAY","NEW YORK","NEW YORK",36061,-73.9388624,40.8428435
"3913","GRAND AVENUE PHARMACY","69-29 GRAND AVENUE","MASPETH","QUEENS",36081,-73.8945811,40.7266072
"3914","SAN JUAN PHARMACY","960 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9653398,40.8013074
"3915","CVS - 2360","743 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.969849,40.7942244
"3916","CVS - 3752","630 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.971123,40.7586178
"3917","GERARD PHARMACY INCORPORATED","903 GERARD AVENUE","BRONX","BRONX",36005,-73.9247701,40.8284043
"3918","THERESA PHARMACY","3901 BROADWAY","NEW YORK","NEW YORK",36061,-73.9423949,40.8380433
"3919","RITE AID - 2703","546-558 WEST 207TH STREET","NEW YORK","NEW YORK",36061,-73.9204005,40.8659407
"3920","FAMILY PHARMACY AND SURGICAL INCORPORATED","379 WEST 125TH STREET","NEW YORK","NEW YORK",36061,-73.9535629,40.8114298
"3921","CAREPLUS CVS PHARMACY","126 8TH AVENUE","NEW YORK","NEW YORK",36061,-74.0011858,40.7412216
"3922","RITE AID - 1225","534 HUDSON STREET","NEW YORK","NEW YORK",36061,-74.00588,40.7342796
"3923","RITE AID - 4208","516 EAST 14TH STREET","NEW YORK","NEW YORK",36061,-73.9795211,40.7297883
"3924","BUENA VISTA PHARMACY","2022 THIRD AVENUE","NEW YORK","NEW YORK",36061,-73.942519,40.794968
"3925","WALGREENS - 10135","298 1ST AVENUE","NEW YORK","NEW YORK",36061,-73.9807125,40.7333105
"3926","DUANE READE","1350 BROADWAY","NEW YORK","NEW YORK",36061,-73.9873365,40.7510278
"3927","LATO-ASCIONE PHARMACY","2268 1ST AVENUE","NEW YORK","NEW YORK",36061,-73.9348832,40.7963013
"3928","LEROY PHARMACY","1448 METROPOLITAN AVENUE","BRONX","BRONX",36005,-73.8606072,40.8362454
"3929","RX PLUS PHARMACY CORPORATION","289 GRAND STREET","NEW YORK","NEW YORK",36061,-73.9924503,40.7175016
"3930","RITE AID - 7826","5237 BROADWAY","BRONX","NEW YORK",36061,-73.9089297,40.875565
"3931","CVS - 2437","732 ALLERTON AVENUE","BRONX","BRONX",36005,-73.8659795,40.8651869
"3932","RITE AID - 4196","188 9TH AVENUE","NEW YORK","NEW YORK",36061,-74.0017009,40.7455166
"3933","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","BRONX",36005,-73.8471269,40.8562273
"3934","CVS - 2430","224 EAST 161ST STREET","BRONX","BRONX",36005,-73.9207162,40.8247773
"3935","BROOK PHARMACY","530 EAST 138TH STREET","BRONX","BRONX",36005,-73.9185045,40.8069716
"3936","DUANE READE","1091 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.9596947,40.7733409
"3937","CITY ISLAND PHARMACY","290 CITY ISLAND AVENUE","BRONX","BRONX",36005,-73.7861,40.8469197
"3938","SAN PEDRO PHARMACY","1381 SAINT NICHOLAS AVENUE","NEW YORK","NEW YORK",36061,-73.9349074,40.84824
"3939","CITY CARE PHARMACY","313 EAST 161ST STREET","BRONX","BRONX",36005,-73.9166888,40.8254222
"3940","HARLEM STAR PHARMACY","67 WEST 137TH STREET","NEW YORK","NEW YORK",36061,-73.9391483,40.81532
"3941","CVS - 2433","2112 WHITE PLAINS ROAD","BRONX","BRONX",36005,-73.8673541,40.8538399
"3942","DRUG RITE PHARMACY","2426 GRAND CONCOURSE","BRONX","BRONX",36005,-73.8977565,40.8603948
"3943","CUREWELL DRUGS INCORPORATED","4157 BROADWAY","NEW YORK","NEW YORK",36061,-73.9386664,40.8467752
"3944","DESAI'S PHARMACY INCORPORATED","228 WEST 238TH STREET","BRONX","BRONX",36005,-73.9001061,40.8847032
"3945","DUANE READE","666 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9743208,40.7513459
"3946","FRIENDLY PHARMACY INCORPORATED","389 EAST 138TH STREET","BRONX","BRONX",36005,-73.9230296,40.8094231
"3947","DUANE READE","100 WEST 57TH STREET","NEW YORK","NEW YORK",36061,-73.9775783,40.7642555
"3948","FIRO INCORPORATED","1418 WYTHE PLACE","BRONX","BRONX",36005,-73.9143954,40.8399367
"3949","DUANE READE","585 HUDSON STREET","NEW YORK","NEW YORK",36061,-74.0061329,40.7366769
"3950","EVE III PHARMACY","612 WESTCHESTER AVENUE","BRONX","BRONX",36005,-73.9105294,40.8156974
"3951","BROADWAY PHARMACY NEW YORK CITY INCORPORATED","4740 BROADWAY","NEW YORK","NEW YORK",36061,-73.927872,40.864987
"3952","HUNTS POINT DRUGS","2799 3RD AVENUE","BRONX","BRONX",36005,-73.9194487,40.8153228
"3953","LA HISPANA ON BROADWAY PHARMACY","3890 BROADWAY","NEW YORK","NEW YORK",36061,-73.9419473,40.837588
"3954","RITE AID - 10539","2748 EAST TREMONT AVENUE","BRONX","BRONX",36005,-73.8444444,40.8417975
"3955","DUANE READE","279 WEST 125TH STREET","NEW YORK","NEW YORK",36061,-73.95067,40.8102425
"3956","PRIME CARE PHARMACY","1126 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9508999,40.6602622
"3957","RIMCO PHARMACY","610 WILSON AVENUE","BROOKLYN","KINGS",36047,-73.9065976,40.6895463
"3958","ANTELIS PHARMACY","1502 ELM AVENUE","BROOKLYN","KINGS",36047,-73.9598092,40.6177041
"3959","BAY-CARE PHARMACY","8506A BAY PARKWAY","BROOKLYN","KINGS",36047,-73.9936022,40.6024988
"3960","BI-WISE PHARMACY","7407 18TH AVENUE","BROOKLYN","KINGS",36047,-73.9953979,40.6136661
"3961","MARLBORO DRUG COMPANY","2313 STILLWELL AVENUE","BROOKLYN","KINGS",36047,-73.9835561,40.5909253
"3962","VENUS PHARMACY AND SUPPLIES","972 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9651747,40.8016171
"3963","NATE'S PHARMACY","7124 BAY PARKWAY","BROOKLYN","KINGS",36047,-73.9856883,40.6101085
"3964","FIRST CHOICE PHARMACY CORP","5912 8TH AVENUE","BROOKLYN","KINGS",36047,-74.009393,40.6359178
"3965","CREST PHARMACY","196 FLATBUSH AVENUE","BROOKLYN","KINGS",36047,-73.9760053,40.6816412
"3966","DUANE READE","1637 YORK AVENUE","NEW YORK","NEW YORK",36061,-73.9470734,40.7764323
"3967","A-Z DRUG CORPORATION","150 JORALEMON STREET","BROOKLYN","KINGS",36047,-73.9933913,40.6927294
"3968","FIRST HEALTH PHARMACY","7910 3RD AVENUE","BROOKLYN","KINGS",36047,-74.0293307,40.6283475
"3969","QUICK RX","360 KNICKERBOCKER AVENUE","BROOKLYN","KINGS",36047,-73.921883,40.7006216
"3970","ROSSI PHARMACY","1891 EASTERN PARKWAY","BROOKLYN","KINGS",36047,-73.9083392,40.6769788
"3971","AMBAR PHARMACY","667 ALLERTON AVENUE","BRONX","BRONX",36005,-73.8685299,40.8655546
"3972","RX STOP PHARMACY","8610 BAY PARKWAY","BROOKLYN","KINGS",36047,-73.9943248,40.601813
"3973","TOP VALUE PHARMACY","3811 DYRE AVENUE","BRONX","BRONX",36005,-73.831607,40.8882583
"3974","THRIFTWAY PHARMACY","524 NOSTRAND AVENUE","BROOKLYN","KINGS",36047,-73.9498707,40.6808158
"3975","UNO PHARMACY","1544 SAINT NICHOLAS AVENUE","NEW YORK","NEW YORK",36061,-73.930604,40.8531623
"3976","WALGREENS - 12007","1404 ROCKAWAY PARKWAY","BROOKLYN","KINGS",36047,-73.9031406,40.6455237
"3977","MALCOLM X PHARMACY","523 LENOX AVENUE","NEW YORK","NEW YORK",36061,-73.9405849,40.8150987
"3978","KINGS COURT DRUGS","8 NEWKIRK PLAZA","BROOKLYN","KINGS",36047,-73.9626171,40.6352976
"3979","PARKARE PHARMACY","2158 STARLING AVENUE","BRONX","BRONX",36005,-73.8533399,40.8360658
"3980","PARK PHARMACY","3205 QUENTIN ROAD","BROOKLYN","KINGS",36047,-73.9396151,40.6130581
"3981","FAMILY FIRST PHARMACY","4507 8TH AVENUE","BROOKLYN","KINGS",36047,-74.0007619,40.6435763
"3982","FALAK LONG TERM CARE","2500 SAINT RAYMONDS AVENUE","BRONX","BRONX",36005,-73.8476382,40.8408792
"3983","YOGI PHARMACY","1985 UNIVERSITY AVENUE","BRONX","BRONX",36005,-73.9123699,40.8541414
"3984","LINCOLN NEIGHBORHOOD PHARMACY","730 FLATBUSH AVENUE","BROOKLYN","KINGS",36047,-73.9600337,40.6551399
"3985","FAMILY DRUGSTORE","3010 MERMAID AVENUE","BROOKLYN","KINGS",36047,-73.9969407,40.5750552
"3986","CVS - 346","5 INDIAN ROCK","SUFFERN","ROCKLAND",36087,-74.1288166,41.1137586
"3987","DUANE READE","2931 AVENUE U","BROOKLYN","KINGS",36047,-73.9416107,40.6007484
"3988","PHARMACEUTICAL CONSULTANTS","200 EAST ECKERSON ROAD","NEW CITY","ROCKLAND",36087,-74.0240483,41.1259971
"3989","U 15 PHARMACY INCORPORATED","1504 AVENUE U","BROOKLYN","KINGS",36047,-73.9561771,40.5986952
"3990","CVS - 631","75 NORTH MIDDLETOWN ROAD","PEARL RIVER","ROCKLAND",36087,-74.0133939,41.0605863
"3991","PARKWAY PHARMACY","531 CHURCH AVENUE","BROOKLYN","KINGS",36047,-73.9750465,40.6448665
"3992","RITE AID - 1063","50 NORTH MAIN STREET","NEW CITY","ROCKLAND",36087,-73.9875205,41.1498387
"3993","SHOPRITE","26 NORTH MIDDLETOWN ROAD","PEARL RIVER","ROCKLAND",36087,-74.0116284,41.0607753
"3994","SUPER STOP AND SHOP - 533","1581 UNITED STATES HIGHWAY 202","POMONA","ROCKLAND",36087,-74.0461155,41.1824145
"3995","WALGREENS - 4029","209 ROUTE 59","SUFFERN","ROCKLAND",36087,-74.1137706,41.1115173
"3996","SHOPRITE","56 WEST RAMAPO ROAD","GARNERVILLE","ROCKLAND",36087,-74.0090383,41.2002255
"3997","JAROS DRUGS","25 CENTRAL PARK WEST","NEW YORK","NEW YORK",36061,-73.9806029,40.7703308
"3998","CVS - 1087","20 FILORS LANE","STONY POINT","ROCKLAND",36087,-73.9874454,41.2183025
"3999","WALGREENS - 13120","1612 WESTCHESTER AVENUE","BRONX","BRONX",36005,-73.8749982,40.829167
"4000","ARROW PHARMACY","883 9TH AVENUE","NEW YORK","NEW YORK",36061,-73.9857687,40.7682137
"4001","CITY DRUG AND SURGICAL","2039 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.940075,40.8351551
"4002","CENTURY PHARMACY","159 EAST BROADWAY","NEW YORK","NEW YORK",36061,-73.9903882,40.713862
"4003","HAMILTON PHARMACY INCORPORATED","3293 BROADWAY","NEW YORK","NEW YORK",36061,-73.9564193,40.8187718
"4004","WALGREENS - 10912","2575 BROADWAY","NEW YORK","NEW YORK",36061,-73.9717073,40.7953499
"4005","WALGREENS - 9731","20 ASTOR PLACE","NEW YORK","NEW YORK",36061,-73.9918998,40.7297322
"4006","DUANE READE","1150 6TH AVENUE","NEW YORK","NEW YORK",36061,-73.9826021,40.756321
"4007","RITE AID - 3733","309 WEST 125TH STREET","NEW YORK","NEW YORK",36061,-73.9516176,40.8108268
"4008","VALUE PRICE PHARMACY","1475 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9564293,40.7719826
"4009","DUANE READE","1187 1ST AVENUE","NEW YORK","NEW YORK",36061,-73.9599085,40.7630099
"4010","DUANE READE","2522 BROADWAY","NEW YORK","NEW YORK",36061,-73.9721414,40.7933164
"4011","DUANE READE","585 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9768772,40.7439024
"4012","DUANE READE","2108 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9405126,40.7977158
"4013","LASCOFF DRUGS","1209 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.9573436,40.7767281
"4014","DUANE READE","771 8TH AVENUE","NEW YORK","NEW YORK",36061,-73.9876917,40.7606784
"4015","HEIDI PHARMACY","522 WEST 181ST STREET","NEW YORK","NEW YORK",36061,-73.9322808,40.8485213
"4016","POLYPHARM DRUG COMPANY","208 MOTT STREET","NEW YORK","NEW YORK",36061,-73.9952286,40.7217805
"4017","RITE AID - 4885","210-20 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9830267,40.7771634
"4018","MEDILANE PHARMACY CORPORATION","204 CLINTON STREET","NEW YORK","NEW YORK",36061,-73.9869931,40.7138985
"4019","WALGREENS - 10417","1160 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9629303,40.7670509
"4020","DUANE READE","1524 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9543765,40.7733363
"4021","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","KINGS",36047,-73.9330739,40.6593888
"4022","CALIBER PHARMACY","1311 BROADWAY","HEWLETT","NASSAU",36059,-73.7005105,40.6386245
"4023","MIDTOWN EAST PHARMACY","161 MADISON AVENUE","NEW YORK","NEW YORK",36061,-73.9833654,40.746732
"4024","HORIZON HEALTH AND SURGICAL","7406 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0225897,40.6301869
"4025","ROYAL CARE PHARMACY INCORPORATED","127 EAST 110TH STREET","NEW YORK","NEW YORK",36061,-73.9449167,40.7952466
"4026","HEALTHONE PHARMACY","119 PENNSYLVANIA AVENUE","BROOKLYN","KINGS",36047,-73.8963563,40.6748987
"4027","WALDBAUM'S","153-01 10TH AVENUE","WHITESTONE","QUEENS",36081,-73.8080302,40.7943014
"4028","SANA PHARMACY","236 BUSHWICK AVENUE","BROOKLYN","KINGS",36047,-73.9399917,40.7073986
"4029","LAVEN PHARMACY","4131 QUEENS BOULEVARD","SUNNYSIDE","QUEENS",36081,-73.9224743,40.7439549
"4030","SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION","650 AMBOY STREET","BROOKLYN","KINGS",36047,-73.9111741,40.6551087
"4031","CVS - 1058","41-08 QUEENS BOULEVARD","SUNNYSIDE","QUEENS",36081,-73.9231265,40.7432518
"4032","HEALTH CENTER PHARMACY","62-00 BEACH CHANNEL DRIVE","ARVERNE","QUEENS",36081,-73.7917643,40.5934455
"4033","CARNEGIE HILL CHEMISTS","1842 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9471561,40.7836797
"4034","RITE AID - 4277","115-10 MERRICK BOULEVARD","JAMAICA","QUEENS",36081,-73.7779955,40.6895017
"4035","VALLEY DRUGS","850 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9681108,40.7976494
"4036","WALGREENS - 4565","127-04 GUY R BREWER BOULEVARD","JAMAICA","QUEENS",36081,-73.7798413,40.6777162
"4037","CVS - 1761","54-06 31ST AVENUE","WOODSIDE","QUEENS",36081,-73.9070419,40.7568221
"4038","DUANE READE","163-30 CROSSBAY BOULEVARD","HOWARD BEACH","QUEENS",36081,-73.8384805,40.6516249
"4039","ALL CARE PHARMACY AND SURGICAL","35-26/35-30 64TH STREET","WOODSIDE","QUEENS",36081,-73.8986407,40.7494597
"4040","JAMAICA PHARMACY","135-06 JAMAICA AVENUE","JAMAICA","QUEENS",36081,-73.8174517,40.7022027
"4041","SUNNY PHARMACY","42-02B GREENPOINT AVENUE","SUNNYSIDE","QUEENS",36081,-73.9229539,40.7403141
"4042","QUEENS DRUGS AND SURGICAL","146-14 JAMAICA AVENUE","JAMAICA","QUEENS",36081,-73.8084044,40.7015674
"4043","DUANE READE","4801 QUEENS BOULEVARD","WOODSIDE","QUEENS",36081,-73.9162788,40.7432494
"4044","DUANE READE","60-02 ROOSEVELT AVENUE","WOODSIDE","QUEENS",36081,-73.9042208,40.7452921
"4045","WALGREENS - 4688","14928 14TH AVENUE","WHITESTONE","QUEENS",36081,-73.8149904,40.7882397
"4046","CVS - 3621","170-05 LINDEN BOULEVARD","JAMAICA","QUEENS",36081,-73.7796622,40.691841
"4047","CASSON PHARMACY","112-10 SPRINGFIELD BOULEVARD","QUEENS VILLAGE","QUEENS",36081,-73.7402116,40.7050347
"4048","CVS - 106","114 PONDFIELD ROAD","BRONXVILLE","WESTCHESTER",36119,-73.833042,40.9392018
"4049","KMART","253-01 ROCKAWAY BOULEVARD","ROSEDALE","NASSAU",36059,-73.7382557,40.6376816
"4050","DALE PHARMACY AND SURGICIAL","108-13 JAMAICA AVENUE","RICHMOND HILL","QUEENS",36081,-73.839267,40.6958639
"4051","VAN WYCK PRESCRIPTION CENTER","88-20B VAN WYCK EXPRESSWAY","RICHMOND HILL","QUEENS",36081,-73.8167062,40.7016109
"4052","WALGREENS - 9866","370 WHITE PLAINS ROAD","EASTCHESTER","WESTCHESTER",36119,-73.8145924,40.9533948
